Ref_Date,GEO,Geographical classification,STA,Vector,Coordinate,Value
2014,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Violent crime severity index,v66460526,2.3,0
1998,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in violent crime severity index,v66460527,2.4,0
1999,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in violent crime severity index,v66460527,2.4,0
2000,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in violent crime severity index,v66460527,2.4,0
2001,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in violent crime severity index,v66460527,2.4,0
2002,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in violent crime severity index,v66460527,2.4,0
2003,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in violent crime severity index,v66460527,2.4,0
2004,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in violent crime severity index,v66460527,2.4,0
2005,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in violent crime severity index,v66460527,2.4,0
2006,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in violent crime severity index,v66460527,2.4,0
2007,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in violent crime severity index,v66460527,2.4,0
2008,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in violent crime severity index,v66460527,2.4,0
2009,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in violent crime severity index,v66460527,2.4,0
2010,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in violent crime severity index,v66460527,2.4,0
2011,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in violent crime severity index,v66460527,2.4,0
2012,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in violent crime severity index,v66460527,2.4,0
2013,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in violent crime severity index,v66460527,2.4,0
2014,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in violent crime severity index,v66460527,2.4,0
1998,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Non-violent crime severity index,v66460528,2.5,0
1999,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Non-violent crime severity index,v66460528,2.5,0
2000,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Non-violent crime severity index,v66460528,2.5,0
2001,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Non-violent crime severity index,v66460528,2.5,0
2002,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Non-violent crime severity index,v66460528,2.5,0
2003,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Non-violent crime severity index,v66460528,2.5,0
2004,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Non-violent crime severity index,v66460528,2.5,0
2005,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Non-violent crime severity index,v66460528,2.5,0
2006,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Non-violent crime severity index,v66460528,2.5,0
2007,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Non-violent crime severity index,v66460528,2.5,0
2008,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Non-violent crime severity index,v66460528,2.5,0
2009,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Non-violent crime severity index,v66460528,2.5,0
2010,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Non-violent crime severity index,v66460528,2.5,0
2011,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Non-violent crime severity index,v66460528,2.5,0
2012,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Non-violent crime severity index,v66460528,2.5,0
2013,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Non-violent crime severity index,v66460528,2.5,0
2014,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Non-violent crime severity index,v66460528,2.5,0
1998,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in non-violent crime severity index,v66460529,2.6,0
1999,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in non-violent crime severity index,v66460529,2.6,0
2000,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in non-violent crime severity index,v66460529,2.6,0
2001,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in non-violent crime severity index,v66460529,2.6,0
2002,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in non-violent crime severity index,v66460529,2.6,0
2003,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in non-violent crime severity index,v66460529,2.6,0
2004,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in non-violent crime severity index,v66460529,2.6,0
2005,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in non-violent crime severity index,v66460529,2.6,0
2006,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in non-violent crime severity index,v66460529,2.6,0
2007,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in non-violent crime severity index,v66460529,2.6,0
2008,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in non-violent crime severity index,v66460529,2.6,0
2009,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in non-violent crime severity index,v66460529,2.6,0
2010,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in non-violent crime severity index,v66460529,2.6,0
2011,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in non-violent crime severity index,v66460529,2.6,0
2012,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in non-violent crime severity index,v66460529,2.6,0
2013,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in non-violent crime severity index,v66460529,2.6,0
2014,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in non-violent crime severity index,v66460529,2.6,0
2006,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Youth crime severity index,v88133076,2.7,0
2007,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Youth crime severity index,v88133076,2.7,0
2008,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Youth crime severity index,v88133076,2.7,0
2009,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Youth crime severity index,v88133076,2.7,0
2010,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Youth crime severity index,v88133076,2.7,0
2011,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Youth crime severity index,v88133076,2.7,0
2012,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Youth crime severity index,v88133076,2.7,..
2013,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Youth crime severity index,v88133076,2.7,..
2014,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Youth crime severity index,v88133076,2.7,..
2006,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in youth crime severity index,v88133077,2.8,0
2007,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in youth crime severity index,v88133077,2.8,0
2008,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in youth crime severity index,v88133077,2.8,0
2009,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in youth crime severity index,v88133077,2.8,0
2010,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in youth crime severity index,v88133077,2.8,0
2011,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in youth crime severity index,v88133077,2.8,0
2012,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in youth crime severity index,v88133077,2.8,..
2013,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in youth crime severity index,v88133077,2.8,..
2014,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in youth crime severity index,v88133077,2.8,..
2006,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Youth violent crime severity index,v88133078,2.9,0
2007,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Youth violent crime severity index,v88133078,2.9,0
2008,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Youth violent crime severity index,v88133078,2.9,0
2009,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Youth violent crime severity index,v88133078,2.9,0
2010,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Youth violent crime severity index,v88133078,2.9,0
2011,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Youth violent crime severity index,v88133078,2.9,0
2012,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Youth violent crime severity index,v88133078,2.9,..
2013,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Youth violent crime severity index,v88133078,2.9,..
2014,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Youth violent crime severity index,v88133078,2.9,..
2006,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in youth violent crime severity index,v88133079,2.1,0
2007,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in youth violent crime severity index,v88133079,2.1,0
2008,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in youth violent crime severity index,v88133079,2.1,0
2009,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in youth violent crime severity index,v88133079,2.1,0
2010,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in youth violent crime severity index,v88133079,2.1,0
2011,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in youth violent crime severity index,v88133079,2.1,0
2012,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in youth violent crime severity index,v88133079,2.1,..
2013,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in youth violent crime severity index,v88133079,2.1,..
2014,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in youth violent crime severity index,v88133079,2.1,..
2006,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Youth non-violent crime severity index,v88133080,2.11,0
2007,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Youth non-violent crime severity index,v88133080,2.11,0
2008,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Youth non-violent crime severity index,v88133080,2.11,0
2009,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Youth non-violent crime severity index,v88133080,2.11,0
2010,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Youth non-violent crime severity index,v88133080,2.11,0
2011,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Youth non-violent crime severity index,v88133080,2.11,0
2012,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Youth non-violent crime severity index,v88133080,2.11,..
2013,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Youth non-violent crime severity index,v88133080,2.11,..
2014,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Youth non-violent crime severity index,v88133080,2.11,..
2006,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in youth non-violent crime severity index,v88133081,2.12,0
2007,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in youth non-violent crime severity index,v88133081,2.12,0
2008,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in youth non-violent crime severity index,v88133081,2.12,0
2009,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in youth non-violent crime severity index,v88133081,2.12,0
2010,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in youth non-violent crime severity index,v88133081,2.12,0
2011,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in youth non-violent crime severity index,v88133081,2.12,0
2012,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in youth non-violent crime severity index,v88133081,2.12,..
2013,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in youth non-violent crime severity index,v88133081,2.12,..
2014,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in youth non-violent crime severity index,v88133081,2.12,..
1998,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Weighted clearance rate (number),v66460530,2.13,0
1999,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Weighted clearance rate (number),v66460530,2.13,0
2000,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Weighted clearance rate (number),v66460530,2.13,0
2001,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Weighted clearance rate (number),v66460530,2.13,0
2002,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Weighted clearance rate (number),v66460530,2.13,0
2003,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Weighted clearance rate (number),v66460530,2.13,0
2004,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Weighted clearance rate (number),v66460530,2.13,0
2005,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Weighted clearance rate (number),v66460530,2.13,0
2006,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Weighted clearance rate (number),v66460530,2.13,0
2007,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Weighted clearance rate (number),v66460530,2.13,0
2008,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Weighted clearance rate (number),v66460530,2.13,0
2009,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Weighted clearance rate (number),v66460530,2.13,0
2010,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Weighted clearance rate (number),v66460530,2.13,0
2011,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Weighted clearance rate (number),v66460530,2.13,0
2012,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Weighted clearance rate (number),v66460530,2.13,0
2013,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Weighted clearance rate (number),v66460530,2.13,0
2014,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Weighted clearance rate (number),v66460530,2.13,0
1998,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in weighted clearance rate,v66460531,2.14,0
1999,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in weighted clearance rate,v66460531,2.14,0
2000,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in weighted clearance rate,v66460531,2.14,0
2001,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in weighted clearance rate,v66460531,2.14,0
2002,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in weighted clearance rate,v66460531,2.14,0
2003,"Carmacks, Yukon, Royal Canadian Mounted Police, rural",60700,Percent change in weighted clearance rate,v66460531,2.14,0
